movement_id,product_id,movement_type,quantity,movement_date
M018147,P062,OUT,92,2025-07-06
M018148,P034,OUT,118,2025-07-02
M018149,P010,IN,3,2026-03-01
M018150,P031,OUT,85,2025-12-03
M018151,P048,OUT,124,2025-08-22
M018152,P009,IN,32,2026-01-16
M018153,P028,IN,188,2025-11-20
M018154,P012,OUT,28,2025-11-18
M018155,P047,OUT,9,2025-09-11
M018156,P012,OUT,197,2026-01-14
M018157,P006,IN,50,2025-08-31
M018158,P079,OUT,196,2025-10-24
M018159,P011,IN,78,2025-07-02
M018160,P069,IN,200,2025-11-19
M018161,P003,OUT,30,2026-01-04
M018162,P005,OUT,47,2025-04-29
M018163,P018,IN,159,2025-09-17
M018164,P047,IN,119,2025-12-15
M018165,P056,OUT,133,2025-07-23
M018166,P060,IN,24,2025-10-17
M018167,P082,IN,174,2025-03-27
M018168,P070,OUT,165,2025-05-19
M018169,P077,OUT,77,2025-07-22
M018170,P097,OUT,71,2025-07-28
M018171,P094,OUT,151,2025-04-26
M018172,P062,IN,105,2025-11-29
M018173,P097,OUT,158,2026-01-05
M018174,P075,IN,93,2025-05-31
M018175,P017,IN,100,2025-11-18
M018176,P063,IN,67,2025-12-07
M018177,P096,IN,154,2026-01-21
M018178,P048,OUT,64,2026-02-06
M018179,P062,OUT,106,2025-06-05
M018180,P045,OUT,152,2025-11-30
M018181,P097,OUT,36,2026-02-27
M018182,P002,IN,94,2025-08-30
M018183,P040,IN,60,2025-11-17
M018184,P053,IN,150,2025-11-21
M018185,P062,IN,169,2026-01-20
M018186,P019,OUT,83,2025-04-30
M018187,P090,IN,90,2025-04-25
M018188,P022,IN,57,2025-10-15
M018189,P001,OUT,107,2026-01-09
M018190,P025,OUT,53,2025-10-12
M018191,P100,OUT,152,2025-11-26
M018192,P089,IN,141,2025-06-25
M018193,P004,IN,5,2025-05-04
M018194,P084,OUT,161,2025-09-02
M018195,P010,OUT,26,2025-08-21
M018196,P019,IN,64,2025-07-19
M018197,P040,IN,88,2026-02-23
M018198,P002,OUT,153,2025-05-21
M018199,P041,OUT,138,2025-03-24
M018200,P017,IN,69,2025-05-08
M018201,P073,IN,65,2025-07-25
M018202,P047,OUT,144,2025-05-12
M018203,P061,IN,83,2025-07-06
M018204,P044,IN,147,2025-09-27
M018205,P033,IN,198,2025-11-23
M018206,P026,IN,63,2025-09-11
M018207,P001,IN,196,2025-07-16
M018208,P025,IN,102,2025-06-17
M018209,P044,IN,2,2025-09-09
M018210,P027,IN,20,2025-10-11
M018211,P028,OUT,181,2025-10-13
M018212,P079,OUT,30,2025-06-23
M018213,P018,IN,52,2025-04-03
M018214,P072,IN,86,2026-03-02
M018215,P061,OUT,10,2025-05-19
M018216,P020,IN,77,2026-02-21
M018217,P066,OUT,197,2025-06-28
M018218,P072,IN,28,2025-08-24
M018219,P058,OUT,135,2025-03-21
M018220,P085,IN,182,2025-09-08
M018221,P051,IN,73,2025-12-11
M018222,P090,OUT,192,2025-07-25
M018223,P032,IN,195,2025-09-15
M018224,P013,IN,66,2025-07-22
M018225,P069,IN,77,2025-04-19
M018226,P093,OUT,150,2026-03-02
M018227,P072,IN,132,2026-02-02
M018228,P004,IN,50,2025-07-07
M018229,P036,OUT,170,2026-01-15
M018230,P033,OUT,138,2025-11-01
M018231,P089,IN,127,2025-09-19
M018232,P020,IN,134,2025-08-19
M018233,P064,OUT,79,2025-05-11
M018234,P080,OUT,60,2025-07-25
M018235,P098,IN,144,2025-12-30
M018236,P053,IN,42,2025-06-08
M018237,P044,IN,172,2025-11-24
M018238,P065,IN,117,2026-01-13
M018239,P017,OUT,80,2025-11-02
M018240,P014,OUT,48,2026-02-23
M018241,P037,IN,19,2025-05-22
M018242,P066,IN,175,2025-07-26
M018243,P014,OUT,40,2025-04-12
M018244,P024,OUT,170,2026-01-14
M018245,P084,OUT,30,2025-12-05
M018246,P043,IN,87,2026-02-11
M018247,P052,IN,10,2025-12-10
M018248,P026,OUT,15,2025-09-18
M018249,P095,OUT,60,2025-04-26
M018250,P022,OUT,16,2025-06-01
M018251,P023,IN,79,2025-05-04
M018252,P062,IN,32,2025-06-11
M018253,P028,IN,196,2025-05-24
M018254,P096,OUT,24,2025-11-26
M018255,P089,OUT,76,2026-01-01
M018256,P088,IN,183,2026-03-04
M018257,P081,OUT,54,2026-03-02
M018258,P062,IN,52,2025-05-14
M018259,P014,OUT,52,2025-03-09
M018260,P054,IN,123,2025-04-02
M018261,P047,IN,77,2025-05-18
M018262,P099,IN,179,2025-12-11
M018263,P088,OUT,92,2025-05-10
M018264,P075,OUT,49,2025-07-09
M018265,P017,IN,129,2025-09-24
M018266,P064,IN,35,2025-05-17
M018267,P008,IN,75,2025-05-23
M018268,P096,OUT,165,2025-11-16
M018269,P075,IN,131,2025-07-16
M018270,P056,IN,79,2025-05-18
M018271,P058,IN,158,2026-02-24
M018272,P084,OUT,48,2025-07-12
M018273,P032,IN,144,2025-07-23
M018274,P096,IN,61,2025-10-23
M018275,P077,OUT,120,2026-02-28
M018276,P058,OUT,85,2025-06-23
M018277,P029,IN,31,2025-12-07
M018278,P004,IN,104,2025-05-25
M018279,P045,OUT,159,2025-03-28
M018280,P011,OUT,146,2025-11-20
M018281,P069,IN,102,2025-11-09
M018282,P069,OUT,47,2025-04-20
M018283,P086,IN,107,2025-06-08
M018284,P004,OUT,115,2025-12-19
M018285,P012,IN,82,2025-05-21
M018286,P097,OUT,191,2025-09-08
M018287,P086,IN,52,2025-08-29
M018288,P011,IN,72,2025-05-03
M018289,P048,IN,114,2025-04-22
M018290,P072,IN,120,2026-02-21
M018291,P022,IN,158,2025-11-17
M018292,P096,OUT,162,2026-02-11
M018293,P002,IN,144,2025-11-02
M018294,P079,IN,134,2025-09-03
M018295,P041,IN,72,2025-04-11
M018296,P018,OUT,97,2025-10-30
M018297,P081,IN,1,2025-09-23
M018298,P053,OUT,51,2025-09-16
M018299,P034,OUT,54,2025-09-17
M018300,P019,OUT,17,2026-01-07
M018301,P085,OUT,118,2025-08-28
M018302,P086,IN,100,2025-09-14
M018303,P040,OUT,118,2025-12-06
M018304,P043,OUT,61,2025-04-13
M018305,P046,IN,76,2025-03-09
M018306,P077,OUT,58,2025-09-24
M018307,P072,IN,106,2025-10-11
M018308,P078,OUT,46,2025-09-11
M018309,P045,OUT,151,2025-05-19
M018310,P076,OUT,70,2025-10-13
M018311,P094,IN,21,2025-08-11
M018312,P079,OUT,184,2026-02-12
M018313,P067,OUT,192,2025-12-21
M018314,P043,OUT,196,2025-07-03
M018315,P043,OUT,194,2025-03-24
M018316,P025,OUT,199,2025-04-02
M018317,P056,OUT,91,2026-02-15
M018318,P014,IN,16,2025-10-26
M018319,P014,IN,3,2026-03-02
M018320,P059,OUT,134,2025-08-11
M018321,P098,OUT,11,2025-11-15
M018322,P031,IN,108,2025-05-08
M018323,P088,OUT,177,2025-04-10
M018324,P052,IN,189,2025-04-21
M018325,P041,IN,84,2025-06-19
M018326,P048,IN,18,2025-06-12
M018327,P036,IN,47,2025-11-14
M018328,P093,OUT,89,2025-07-07
M018329,P006,IN,122,2025-04-03
M018330,P093,OUT,40,2025-09-11
M018331,P025,IN,83,2025-09-03
M018332,P095,OUT,79,2025-12-19
M018333,P028,OUT,149,2025-07-17
M018334,P019,OUT,182,2025-09-16
M018335,P029,OUT,170,2025-09-03
M018336,P001,IN,168,2025-09-11
M018337,P084,IN,131,2025-12-05
M018338,P090,OUT,137,2026-03-05
M018339,P076,OUT,105,2025-11-17
M018340,P051,IN,176,2025-03-12
M018341,P061,OUT,126,2026-02-03
M018342,P093,OUT,59,2025-08-20
M018343,P054,OUT,91,2026-01-20
M018344,P036,OUT,70,2026-01-21
M018345,P090,OUT,83,2025-03-29
M018346,P069,IN,172,2025-08-23
M018347,P100,OUT,110,2025-04-07
M018348,P001,IN,73,2025-10-27
M018349,P016,IN,1,2025-11-29
M018350,P039,IN,22,2026-01-03
M018351,P040,IN,129,2025-08-01
M018352,P089,OUT,34,2025-07-21
M018353,P095,OUT,92,2025-04-26
M018354,P034,OUT,167,2025-03-10
M018355,P052,OUT,116,2025-11-04
M018356,P065,IN,20,2025-10-29
M018357,P091,OUT,178,2026-02-07
M018358,P047,IN,68,2025-04-21
M018359,P060,OUT,66,2025-07-06
M018360,P025,OUT,123,2025-11-12
M018361,P099,IN,75,2025-09-22
M018362,P077,OUT,132,2025-06-12
M018363,P030,IN,57,2025-08-28
M018364,P094,OUT,27,2025-06-02
M018365,P023,IN,189,2025-06-03
M018366,P051,OUT,64,2025-06-26
M018367,P041,IN,47,2025-08-13
M018368,P074,OUT,17,2025-08-04
M018369,P039,OUT,55,2026-01-14
M018370,P040,OUT,107,2025-08-11
M018371,P047,IN,36,2025-08-08
M018372,P095,IN,180,2025-09-13
M018373,P058,IN,68,2025-06-30
M018374,P069,OUT,136,2025-08-16
M018375,P100,OUT,127,2026-02-27
M018376,P093,OUT,73,2026-02-20
M018377,P022,OUT,180,2025-03-23
M018378,P077,IN,42,2025-12-12
M018379,P045,IN,24,2025-07-16
M018380,P054,OUT,144,2025-06-12
M018381,P012,IN,73,2025-05-21
M018382,P057,OUT,12,2025-07-18
M018383,P026,OUT,156,2025-08-20
M018384,P011,IN,21,2026-02-03
M018385,P032,OUT,185,2025-07-29
M018386,P027,OUT,195,2026-03-04
M018387,P081,IN,63,2025-09-12
M018388,P046,IN,139,2026-01-24
M018389,P005,OUT,156,2025-04-09
M018390,P082,OUT,110,2025-11-14
M018391,P099,OUT,107,2025-09-20
M018392,P076,OUT,50,2025-03-14
M018393,P037,OUT,103,2025-04-24
M018394,P081,OUT,26,2025-06-14
M018395,P016,OUT,73,2025-05-19
M018396,P019,OUT,78,2025-09-08
M018397,P065,OUT,107,2025-06-03
M018398,P093,IN,174,2025-08-11
M018399,P069,IN,38,2025-06-22
M018400,P039,IN,198,2025-12-02
M018401,P034,IN,126,2025-12-03
M018402,P088,IN,23,2025-04-03
M018403,P009,OUT,158,2025-03-23
M018404,P067,IN,142,2025-10-29
M018405,P079,OUT,69,2025-11-25
M018406,P092,OUT,160,2025-03-31
M018407,P094,OUT,117,2025-09-30
M018408,P008,OUT,199,2025-09-23
M018409,P069,OUT,116,2025-08-24
M018410,P034,IN,122,2025-04-11
M018411,P009,OUT,135,2025-05-09
M018412,P090,IN,177,2025-05-11
M018413,P058,OUT,14,2025-07-30
M018414,P052,OUT,125,2025-07-29
M018415,P039,OUT,64,2025-07-09
M018416,P090,IN,91,2025-11-28
M018417,P037,IN,178,2025-06-05
M018418,P037,IN,147,2025-08-24
M018419,P094,IN,11,2025-09-23
M018420,P009,OUT,117,2026-01-02
M018421,P003,OUT,68,2026-02-04
M018422,P025,IN,38,2026-02-23
M018423,P070,OUT,196,2025-06-22
M018424,P059,OUT,20,2025-09-06
M018425,P066,OUT,157,2026-02-15
M018426,P047,IN,28,2025-07-02
M018427,P050,OUT,176,2025-06-16
M018428,P060,OUT,56,2026-02-08
M018429,P063,OUT,43,2025-08-19
M018430,P038,IN,166,2025-05-29
M018431,P084,OUT,161,2025-12-17
M018432,P044,OUT,161,2025-11-18
M018433,P073,IN,47,2025-10-26
M018434,P025,OUT,134,2026-02-08
M018435,P077,IN,188,2025-06-15
M018436,P074,OUT,114,2025-04-29
M018437,P082,IN,53,2026-03-06
M018438,P094,OUT,168,2025-04-27
M018439,P063,IN,64,2025-08-01
M018440,P045,OUT,35,2025-03-19
M018441,P001,IN,2,2026-03-06
M018442,P003,IN,13,2026-03-03
M018443,P078,IN,104,2025-08-13
M018444,P047,IN,39,2025-04-23
M018445,P035,IN,81,2025-12-17
M018446,P036,OUT,48,2025-04-16
M018447,P093,IN,25,2025-12-10
M018448,P005,OUT,23,2025-09-02
M018449,P006,IN,173,2026-01-28
M018450,P048,IN,42,2025-08-15
M018451,P006,OUT,155,2025-08-19
M018452,P020,OUT,186,2025-04-07
M018453,P088,IN,11,2025-06-04
M018454,P039,IN,64,2025-07-01
M018455,P063,OUT,109,2026-03-09
M018456,P029,OUT,192,2025-12-01
M018457,P099,OUT,180,2025-07-18
M018458,P064,OUT,186,2025-07-13
M018459,P038,IN,31,2026-01-19
M018460,P070,IN,159,2025-03-15
M018461,P008,IN,119,2025-12-30
M018462,P084,IN,104,2026-03-05
M018463,P043,OUT,200,2026-01-08
M018464,P020,IN,123,2025-12-01
M018465,P092,OUT,157,2025-09-23
M018466,P030,IN,13,2025-03-09
M018467,P014,IN,142,2025-12-30
M018468,P069,IN,106,2025-10-06
M018469,P082,IN,24,2025-04-10
M018470,P090,OUT,158,2025-10-06
M018471,P051,IN,90,2025-12-06
M018472,P062,IN,138,2025-08-06
M018473,P015,IN,196,2025-05-07
M018474,P095,OUT,100,2025-10-09
M018475,P020,IN,7,2025-09-26
M018476,P072,IN,115,2026-02-11
M018477,P094,IN,119,2025-10-28
M018478,P016,OUT,146,2026-03-01
M018479,P087,OUT,79,2025-05-10
M018480,P050,IN,18,2025-04-19
M018481,P032,OUT,102,2025-04-30
M018482,P031,IN,49,2026-01-29
M018483,P099,OUT,26,2025-06-24
M018484,P060,IN,147,2025-11-04
M018485,P077,OUT,5,2025-04-09
M018486,P093,OUT,22,2025-06-25
M018487,P002,IN,124,2025-05-22
M018488,P037,OUT,178,2025-03-31
M018489,P054,IN,103,2025-10-24
M018490,P089,OUT,108,2025-08-01
M018491,P082,OUT,44,2026-02-16
M018492,P092,OUT,51,2025-10-15
M018493,P010,IN,48,2026-02-19
M018494,P030,IN,57,2025-08-05
M018495,P043,IN,140,2025-04-07
M018496,P027,OUT,61,2025-10-28
M018497,P069,OUT,55,2025-03-16
M018498,P023,IN,177,2025-10-23
M018499,P026,IN,163,2025-11-14
M018500,P057,OUT,23,2025-12-18
M018501,P037,IN,52,2025-04-06
M018502,P059,OUT,49,2025-10-30
M018503,P012,IN,147,2026-01-04
M018504,P003,OUT,41,2025-12-31
M018505,P003,IN,132,2025-06-10
M018506,P020,IN,66,2025-05-26
M018507,P057,IN,16,2025-12-06
M018508,P031,IN,195,2025-08-30
M018509,P053,IN,31,2025-11-01
M018510,P072,IN,56,2025-05-14
M018511,P060,IN,183,2026-01-12
M018512,P032,IN,122,2025-04-23
M018513,P008,IN,16,2025-12-26
M018514,P074,OUT,47,2025-10-08
M018515,P058,OUT,121,2026-02-26
M018516,P023,OUT,147,2025-11-25
M018517,P084,IN,145,2025-12-26
M018518,P096,OUT,36,2025-09-10
M018519,P011,IN,168,2025-08-08
M018520,P041,IN,76,2025-05-28
M018521,P026,OUT,132,2025-09-11
M018522,P046,IN,172,2026-03-02
M018523,P020,OUT,131,2026-01-24
M018524,P048,OUT,184,2025-06-30
M018525,P078,IN,179,2025-12-04
M018526,P062,OUT,87,2025-09-20
M018527,P084,IN,132,2025-07-14
M018528,P065,IN,80,2025-11-11
M018529,P035,IN,99,2025-09-24
M018530,P092,IN,177,2026-02-13
M018531,P003,OUT,31,2026-03-04
M018532,P079,OUT,104,2025-04-01
M018533,P053,OUT,40,2025-11-01
M018534,P013,OUT,12,2025-05-19
M018535,P097,OUT,194,2025-11-14
M018536,P055,OUT,156,2025-11-21
M018537,P007,IN,98,2025-03-09
M018538,P024,OUT,85,2025-12-15
M018539,P043,OUT,195,2025-05-07
M018540,P057,IN,145,2025-05-26
M018541,P058,OUT,33,2025-04-22
M018542,P055,OUT,5,2025-09-10
M018543,P081,IN,33,2025-05-06
M018544,P063,OUT,190,2025-05-21
M018545,P033,IN,14,2025-04-19
M018546,P026,IN,177,2025-05-09
M018547,P059,IN,135,2025-05-13
M018548,P062,IN,62,2025-03-27
M018549,P092,IN,154,2025-12-10
M018550,P051,OUT,98,2025-07-20
M018551,P100,OUT,85,2025-11-15
M018552,P038,IN,114,2025-12-10
M018553,P034,IN,94,2026-01-21
M018554,P090,OUT,82,2025-10-08
M018555,P081,OUT,171,2026-02-10
M018556,P013,IN,110,2025-10-24
M018557,P079,OUT,55,2025-05-20
M018558,P029,OUT,7,2025-12-11
M018559,P015,IN,169,2025-03-25
M018560,P081,IN,133,2025-05-03
M018561,P041,IN,100,2025-10-10
M018562,P012,OUT,103,2025-08-06
M018563,P094,IN,112,2025-09-18
M018564,P018,IN,116,2025-12-07
M018565,P055,OUT,173,2025-06-03
M018566,P050,IN,154,2025-05-23
M018567,P027,IN,55,2025-05-15
M018568,P033,IN,154,2025-04-03
M018569,P074,OUT,194,2025-07-06
M018570,P025,IN,109,2026-02-13
M018571,P079,OUT,17,2025-09-29
M018572,P084,OUT,117,2025-05-13
M018573,P016,IN,156,2025-12-31
M018574,P059,IN,159,2025-10-09
M018575,P098,IN,199,2025-06-02
M018576,P098,OUT,19,2026-02-25
M018577,P097,IN,132,2025-05-19
M018578,P005,IN,180,2026-01-02
M018579,P027,OUT,133,2025-08-10
M018580,P054,IN,134,2025-08-10
M018581,P021,IN,119,2025-08-30
M018582,P044,IN,95,2026-01-25
M018583,P056,IN,80,2026-01-19
M018584,P033,IN,75,2025-07-08
M018585,P059,OUT,92,2025-04-22
M018586,P085,OUT,105,2025-08-05
M018587,P099,IN,64,2025-10-19
M018588,P010,OUT,132,2026-03-07
M018589,P086,OUT,101,2025-11-14
M018590,P042,IN,83,2025-06-13
M018591,P010,IN,20,2026-01-25
M018592,P036,IN,170,2025-12-14
M018593,P096,OUT,15,2025-12-04
M018594,P011,OUT,154,2025-12-12
M018595,P080,OUT,2,2025-10-26
M018596,P064,IN,167,2026-02-06
M018597,P086,OUT,113,2026-02-19
M018598,P097,OUT,112,2026-02-22
M018599,P035,OUT,173,2025-11-01
M018600,P040,OUT,159,2025-05-13
M018601,P065,IN,152,2025-05-10
M018602,P019,IN,85,2025-06-07
M018603,P001,IN,103,2026-01-24
M018604,P001,IN,140,2025-08-08
M018605,P020,OUT,46,2025-03-19
M018606,P084,IN,164,2025-09-13
M018607,P095,IN,194,2025-04-18
M018608,P091,OUT,29,2026-02-23
M018609,P044,OUT,86,2025-08-07
M018610,P061,IN,143,2025-04-09
M018611,P084,IN,125,2026-02-18
M018612,P060,OUT,181,2025-12-16
M018613,P052,OUT,133,2025-03-17
M018614,P053,IN,19,2025-05-20
M018615,P018,IN,83,2025-07-23
M018616,P055,OUT,62,2026-01-25
M018617,P074,OUT,43,2026-01-17
M018618,P097,IN,188,2025-06-23
M018619,P090,OUT,103,2025-10-23
M018620,P096,IN,126,2025-08-28
M018621,P066,OUT,168,2025-08-17
M018622,P062,OUT,43,2025-06-14
M018623,P078,OUT,109,2026-01-01
M018624,P037,OUT,99,2025-08-29
M018625,P074,IN,93,2025-11-26
M018626,P055,IN,46,2025-08-16
M018627,P065,OUT,186,2025-09-25
M018628,P078,IN,75,2025-12-06
M018629,P035,IN,126,2025-12-17
M018630,P010,IN,162,2025-07-03
M018631,P040,IN,116,2025-03-15
M018632,P058,IN,146,2025-11-25
M018633,P017,IN,31,2025-05-23
M018634,P062,OUT,148,2025-04-25
M018635,P003,IN,184,2025-07-02
M018636,P011,IN,127,2025-04-29
M018637,P037,IN,148,2025-09-27
M018638,P085,IN,55,2025-09-21
M018639,P061,OUT,134,2025-07-24
M018640,P009,IN,5,2025-05-07
M018641,P095,OUT,157,2025-09-28
M018642,P027,IN,195,2026-03-07
M018643,P072,OUT,66,2025-09-20
M018644,P044,IN,132,2026-03-09
M018645,P076,IN,175,2026-02-24
M018646,P055,IN,79,2025-07-14
M018647,P054,IN,66,2025-11-05
M018648,P063,OUT,99,2025-08-30
M018649,P045,IN,14,2025-06-29
M018650,P059,IN,125,2026-03-01
M018651,P093,OUT,182,2025-08-22
M018652,P047,OUT,98,2025-08-17
M018653,P099,IN,126,2025-11-30
M018654,P084,IN,68,2025-07-02
M018655,P050,IN,90,2025-07-11
M018656,P002,OUT,126,2025-05-25
M018657,P039,OUT,108,2026-02-20
M018658,P062,IN,188,2025-03-12
M018659,P087,OUT,134,2025-10-06
M018660,P058,IN,124,2025-07-07
M018661,P046,IN,114,2026-03-08
M018662,P020,IN,71,2025-10-04
M018663,P100,IN,97,2025-04-30
M018664,P082,IN,172,2025-06-21
M018665,P014,OUT,178,2025-07-09
M018666,P038,OUT,154,2025-03-21
M018667,P063,OUT,177,2025-08-27
M018668,P049,OUT,151,2025-04-11
M018669,P099,IN,108,2026-01-17
M018670,P098,OUT,79,2025-09-06
M018671,P096,IN,101,2026-01-07
M018672,P032,IN,128,2025-06-15
M018673,P022,OUT,143,2025-06-08
M018674,P018,IN,146,2025-08-15
M018675,P090,OUT,53,2025-10-11
M018676,P068,IN,78,2026-02-23
M018677,P042,OUT,88,2026-02-12
M018678,P074,OUT,84,2025-07-02
M018679,P064,IN,32,2025-07-23
M018680,P012,IN,174,2026-02-03
M018681,P010,OUT,175,2025-10-07
M018682,P049,IN,14,2026-02-06
M018683,P051,IN,40,2026-01-18
M018684,P082,IN,192,2025-03-21
M018685,P054,IN,93,2025-09-19
M018686,P091,OUT,67,2026-01-14
M018687,P005,OUT,108,2025-03-20
M018688,P052,IN,81,2025-07-13
M018689,P034,OUT,117,2025-05-20
M018690,P047,IN,101,2025-11-20
M018691,P060,IN,13,2025-11-13
M018692,P091,OUT,47,2025-11-18
M018693,P073,OUT,199,2025-05-12
M018694,P057,IN,101,2025-07-08
M018695,P048,IN,105,2025-12-29
M018696,P067,IN,98,2025-12-20
M018697,P036,IN,45,2025-05-05
M018698,P054,IN,91,2026-02-20
M018699,P033,IN,76,2026-02-19
M018700,P061,OUT,133,2025-06-25
M018701,P017,IN,145,2025-06-01
M018702,P025,OUT,103,2025-07-19
M018703,P074,OUT,163,2025-03-11
M018704,P026,IN,137,2025-05-16
M018705,P095,OUT,55,2025-06-16
M018706,P088,OUT,70,2025-07-04
M018707,P038,OUT,62,2025-05-06
M018708,P039,IN,154,2025-05-26
M018709,P054,IN,141,2026-02-20
M018710,P041,OUT,92,2025-05-07
M018711,P001,IN,190,2025-04-29
M018712,P008,IN,192,2026-03-09
M018713,P055,OUT,166,2025-07-15
M018714,P004,IN,53,2025-03-16
M018715,P059,OUT,176,2025-08-10
M018716,P015,IN,31,2026-03-08
M018717,P022,IN,25,2025-12-11
M018718,P092,OUT,43,2025-09-19
M018719,P022,IN,77,2025-09-21
M018720,P041,OUT,65,2025-06-14
M018721,P002,IN,35,2026-03-02
M018722,P067,OUT,76,2025-12-22
M018723,P021,OUT,47,2025-05-11
M018724,P041,OUT,122,2025-06-16
M018725,P099,OUT,136,2025-11-12
M018726,P014,IN,159,2025-04-28
M018727,P088,IN,71,2025-04-18
M018728,P056,OUT,24,2025-03-13
M018729,P077,OUT,30,2025-05-18
M018730,P027,OUT,129,2026-02-16
M018731,P031,IN,92,2025-05-19
M018732,P087,OUT,126,2025-05-05
M018733,P055,OUT,120,2025-12-02
M018734,P081,OUT,41,2025-07-11
M018735,P022,IN,2,2026-01-09
M018736,P038,IN,158,2026-02-14
M018737,P050,OUT,155,2025-03-26
M018738,P069,OUT,46,2025-06-28
M018739,P090,OUT,157,2025-03-21
M018740,P090,OUT,16,2025-07-02
M018741,P081,IN,181,2025-04-20
M018742,P011,IN,128,2025-04-29
M018743,P034,IN,199,2025-05-08
M018744,P098,IN,124,2025-12-26
M018745,P027,IN,136,2025-10-07
M018746,P009,IN,81,2025-12-03
M018747,P089,IN,6,2025-07-28
M018748,P093,OUT,166,2025-09-30
M018749,P012,OUT,30,2025-10-29
M018750,P097,IN,185,2025-09-03
M018751,P055,IN,95,2025-11-09
M018752,P031,IN,57,2026-01-31
M018753,P003,OUT,45,2026-03-07
M018754,P047,OUT,192,2025-09-07
M018755,P073,OUT,172,2026-01-26
M018756,P001,OUT,102,2025-03-26
M018757,P087,OUT,34,2026-03-09
M018758,P071,OUT,32,2025-09-15
M018759,P004,IN,85,2026-02-11
M018760,P007,IN,150,2026-02-04
M018761,P056,IN,6,2025-05-27
M018762,P018,OUT,14,2025-12-22
M018763,P099,OUT,164,2026-01-03
M018764,P076,OUT,16,2025-07-29
M018765,P040,IN,90,2025-08-08
M018766,P004,IN,198,2025-11-02
M018767,P066,IN,38,2025-05-21
M018768,P081,OUT,142,2026-02-13
M018769,P047,OUT,133,2026-02-10
M018770,P086,IN,113,2025-09-10
M018771,P054,OUT,145,2025-03-28
M018772,P041,IN,1,2025-04-10
M018773,P054,OUT,107,2026-01-13
M018774,P022,IN,179,2026-03-08
M018775,P078,OUT,51,2025-10-23
M018776,P045,IN,141,2025-08-21
M018777,P031,IN,8,2025-10-28
M018778,P027,OUT,97,2025-08-12
M018779,P059,IN,151,2025-10-07
M018780,P022,OUT,190,2026-02-22
M018781,P025,OUT,2,2026-02-24
M018782,P099,IN,161,2025-07-24
M018783,P083,IN,69,2025-10-16
M018784,P019,OUT,99,2025-04-10
M018785,P029,IN,54,2025-10-12
M018786,P009,OUT,21,2025-08-21
M018787,P054,IN,27,2025-05-18
M018788,P044,IN,40,2025-06-18
M018789,P070,OUT,36,2026-01-26
M018790,P052,IN,100,2025-08-12
M018791,P028,OUT,116,2025-06-01
M018792,P098,IN,135,2025-07-17
M018793,P001,IN,136,2025-09-25
M018794,P005,IN,167,2025-10-08
M018795,P077,OUT,50,2025-10-10
M018796,P066,OUT,29,2025-06-08
M018797,P072,OUT,112,2026-01-19
M018798,P007,OUT,62,2025-06-09
M018799,P048,IN,44,2025-11-30
M018800,P023,OUT,15,2025-05-22
M018801,P089,OUT,117,2025-04-06
M018802,P085,IN,173,2025-07-07
M018803,P008,IN,124,2025-05-06
M018804,P005,IN,72,2025-05-17
M018805,P032,IN,154,2025-10-21
M018806,P030,IN,193,2025-03-25
M018807,P070,IN,97,2025-11-08
M018808,P068,IN,152,2025-11-24
M018809,P063,OUT,26,2025-10-06
M018810,P003,IN,83,2026-01-18
M018811,P064,OUT,41,2025-08-10
M018812,P002,IN,21,2025-11-22
M018813,P099,IN,4,2025-12-17
M018814,P034,IN,64,2026-01-21
M018815,P004,IN,62,2026-03-01
M018816,P100,IN,117,2025-04-29
M018817,P062,OUT,76,2026-01-12
M018818,P033,OUT,115,2025-06-07
M018819,P082,IN,37,2025-07-29
M018820,P005,IN,56,2026-01-07
M018821,P097,OUT,162,2025-06-25
M018822,P092,OUT,121,2025-10-08
M018823,P059,OUT,122,2026-01-23
M018824,P025,IN,187,2025-09-17
M018825,P057,OUT,92,2025-05-28
M018826,P096,IN,26,2025-12-12
M018827,P027,IN,3,2025-12-01
M018828,P017,IN,95,2025-06-05
M018829,P014,OUT,39,2026-01-08
M018830,P070,OUT,140,2025-11-26
M018831,P029,IN,106,2026-01-20
M018832,P098,OUT,37,2025-09-22
M018833,P044,IN,100,2025-04-05
M018834,P057,OUT,62,2025-05-14
M018835,P006,IN,101,2026-02-07
M018836,P061,OUT,80,2025-05-15
M018837,P058,IN,169,2025-12-22
M018838,P094,IN,177,2025-11-09
M018839,P035,IN,36,2025-10-18
M018840,P015,IN,185,2025-12-30
M018841,P054,IN,69,2026-02-27
M018842,P003,IN,31,2026-03-08
M018843,P001,IN,24,2025-10-09
M018844,P023,OUT,73,2025-10-30
M018845,P082,OUT,13,2026-03-03
M018846,P044,IN,164,2025-11-01
M018847,P079,OUT,129,2025-04-27
M018848,P038,IN,177,2025-09-10
M018849,P055,IN,74,2025-05-01
M018850,P034,OUT,12,2025-09-15
M018851,P088,IN,94,2025-05-06
M018852,P005,IN,144,2026-02-17
M018853,P027,OUT,64,2025-10-20
M018854,P075,IN,136,2025-04-28
M018855,P011,IN,146,2025-06-22
M018856,P052,IN,68,2025-10-18
M018857,P054,OUT,41,2026-02-24
M018858,P049,IN,107,2025-06-19
M018859,P093,IN,72,2025-10-18
M018860,P079,IN,97,2025-07-03
M018861,P044,IN,141,2025-05-17
M018862,P040,IN,183,2025-10-31
M018863,P007,IN,188,2025-11-21
M018864,P037,IN,103,2025-04-04
